Date,Open,High,Low,Close,Adj Close,Volume
2013-10-23,33.782001,34.362,32.029999,32.900002,32.900002,66602000
2013-10-24,33,34.900002,32.566002,34.630001,34.630001,54128500
2013-10-25,34.841999,34.900002,33.360001,33.931999,33.931999,37977500
2013-10-28,34.035999,34.099998,32.439999,32.571999,32.571999,39208500
2013-10-29,32.551998,33.09,30.6,32.894001,32.894001,70558500
2013-10-30,32.925999,33.535999,31.634001,31.844,31.844,42009000
2013-10-31,31.134001,32.487999,30.66,31.988001,31.988001,46669000
2013-11-01,32.599998,33.18,32.082001,32.433998,32.433998,35903000
2013-11-04,33,35.077999,32.844002,35.040001,35.040001,65602000
2013-11-05,36,36.285999,34.271999,35.362,35.362,112335500
2013-11-06,30.962,32.146,29.27,30.232,30.232,155358500
2013-11-07,28.837999,29.129999,27.524,27.954,27.954,111423500
2013-11-08,27.296,28.120001,26.464001,27.59,27.59,112389500
2013-11-11,28.200001,29.084,27.42,28.940001,28.940001,69988000
2013-11-12,28.938,28.940001,27.236,27.559999,27.559999,74926000
2013-11-13,28.167999,28.474001,27.268,27.74,27.74,63291500
2013-11-14,27.784,28.08,26.822001,27.52,27.52,61018500
2013-11-15,27.370001,27.59,26.870001,27.09,27.09,49501000
2013-11-18,27.054001,27.09,23.922001,24.316,24.316,115691000
2013-11-19,23.886,25.799999,23.844,25.218,25.218,99081000
2013-11-20,25.216,25.49,23.812,24.222,24.222,69248000
2013-11-21,24.577999,24.958,24.049999,24.42,24.42,59519000
2013-11-22,24.316,24.549999,23.586,24.275999,24.275999,55483500
2013-11-25,24.9,25.167999,24.059999,24.167999,24.167999,51336500
2013-11-26,23.875999,24.544001,23.219999,24.1,24.1,69427500
2013-11-27,24.261999,25.389999,23.903999,25.388,25.388,61838000
2013-11-29,25.954,26.118,25.396,25.455999,25.455999,48581000
2013-12-02,25.27,25.709999,24.785999,24.834,24.834,38756000
2013-12-03,26.535999,28.988001,26.318001,28.940001,28.940001,128412000
2013-12-04,28.864,28.886,27.426001,27.790001,27.790001,65738500
2013-12-05,28.030001,28.67,27.9,28.096001,28.096001,46442000
2013-12-06,28.302,28.497999,27.26,27.472,27.472,39548000
2013-12-09,27.4,28.34,26.841999,28.32,28.32,45307500
2013-12-10,28.01,29.174,27.972,28.438,28.438,53741000
2013-12-11,28.375999,28.610001,27.898001,27.93,27.93,35689000
2013-12-12,27.940001,29.648001,27.705999,29.493999,29.493999,53839000
2013-12-13,29.610001,30.360001,29.464001,29.530001,29.530001,52959500
2013-12-16,29.695999,30.086,29.219999,29.587999,29.587999,33376500
2013-12-17,29.516001,30.926001,29.264,30.492001,30.492001,52475000
2013-12-18,30.448,30.98,29.190001,29.596001,29.596001,57909500
2013-12-19,29.379999,29.4,27.82,28.143999,28.143999,63700000
2013-12-20,28.316,28.870001,28.316,28.648001,28.648001,37063000
2013-12-23,28.969999,29.247999,28.52,28.709999,28.709999,26927500
2013-12-24,30,30.993999,29.964001,30.282,30.282,49707500
2013-12-26,31.007999,31.6,30.858,31.1,31.1,35647500
2013-12-27,31.059999,31.1,30.16,30.224001,30.224001,27301000
2013-12-30,30.224001,30.962,30.15,30.488001,30.488001,22337500
2013-12-31,30.464001,30.639999,29.732,30.086,30.086,21312000
